"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"我***鸟","PLUS会员","star5","家里空调一直用美的，这次还是选美的最好的超1级能效，原价价格过万，这次双11优惠很大，趁机拿下。送货快，准时，安装服务2个师傅非常敬业，认真，帮助想办法解决安装位置小的问题，完工后打扫卫生什么，很棒。还*元安装，送了漏电保护开关。安装后售后1小时内及时回访，问题很具体。总体看美的的安装售后服务非常周到，比某些自觉得更贵的品牌好。空调试机，制热很快杠杠的，声音非常轻。外观大气，圆形还不占地方，非常好。值得拥有。就是遥控器比较小，显的有点小气，容易不好找。","2018-11-11 13:15","1","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.4606726"
"j***s","PLUS会员","star5","此用户未填写评价内容","2018-11-11 13:12","0","0","[购买5天后追评]","安装师傅比较专业，速度很快。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.6528331"
"5***8",,"star5","此用户未填写评价内容","2018-11-11 13:02","0","0","[购买25天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.6848542"
"j***9",,"star5","空调收到，新房用，还没正式用，大品牌应该不会错吧","2018-11-11 12:29","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.7178772"
"j***舒",,"star5","服务，物流不错","2018-11-11 11:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.7468960"
"4***8",,"star5","非常好用！！！非常漂亮！！！！！！！","2018-11-11 11:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.7809185"
"大米5736",,"star5","双十一买的，价格不仅便宜，服务还到位。0点下的订单，5点半就送货到家了，10点半安装完毕！京东的办事效率真快！安装师傅非常的负责任，安装的又好又快，还耐心的给你讲解使用方法和一些注意事项！非常好！空调美观大方！满意！","2018-11-11 11:38","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.8169435"
"j***a",,"star5","一直都是在京东买东西，实惠！","2018-11-11 11:16","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.8619727"
"曹***8",,"star5","送货速度快 安装满意","2018-11-11 10:45","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.9040014"
"老***徐","PLUS会员","star5","完美，挂机噪音小，制热快","2018-11-11 09:49","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.9410255"
"小***6",,"star5","试用了几天，不错不错","2018-11-11 09:14","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:45.9840537"
"影***2","PLUS会员","star5","此用户未填写评价内容","2018-11-11 08:57","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.1762151"
"普***店",,"star5","空调很棒，颜值很高。安装师傅很负责任。制热效果好。","2018-11-11 01:03","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.2052339"
"o***o",,"star5","速度很快，安装很到位。?????","2018-11-10 23:39","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.2332527"
"j***忘",,"star3","不是价保30天呢，保价双十一，还是降了*","2018-11-10 20:40","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.2662747"
"雨***荷",,"star5","很好","2018-11-10 18:19","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.2972946"
"j***9","PLUS会员","star5","我才买的就便宜*块钱，可以退货不?","2018-11-10 18:18","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.3303167"
"s***0","PLUS会员","star5","服务态度很好。安装师傅经验丰富，给五星好评，希望后期服务继续保持。","2018-11-10 16:45","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.3633397"
"大***乐","PLUS会员","star5","家里的电器基本都是美的的，媳妇儿说这个很漂亮，装好试了下，制冷很快，风力很大，送货也很快，昨天下单，居然今天送来了","2018-11-10 16:41","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.3993637"
"木***怏","PLUS会员","star5","专业到位的安装和配送，按照承诺没有收取任何额外费用","2018-11-10 16:25","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.4564019"
"Q***S","PLUS会员","star5","一个字“赞”，一口气买了3台美的空调，京东物流很给力，收到货师傅送上19楼，安装也是就我自己的时间，很人性化，收到货后外观给人感觉确实不错，大气又精致，安装师傅没的说，因为安装的地方有点难度，又叫上2个师傅过来帮忙一起弄，空调性能也不错，响应时间短，且温度精确到0.5°，也是很灵敏了。。","2018-11-10 16:11","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:01.4964284"
"小***7",,"star5","制热迅速给力，使用方便，特别是远程就可以控制温度，非常便捷","2018-11-10 15:48","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:16.6955929"
"j***k",,"star5","安装大哥特别好，安装了三个多小时，安装好了，耐心，推荐。","2018-11-10 15:24","0","0","[购买6天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:16.7496294"
"3***6",,"star5","京东送货快，服务一流！下次再光顾！","2018-11-10 15:12","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:16.8026645"
"l***m",,"star5","此用户未填写评价内容","2018-11-10 15:00","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:16.8587026"
"淼***成","PLUS会员","star5","昨天到货，安装很及时到位。外观大气家里人很喜欢，能效等级比同类产品还要好一些，因为客厅空间比较大，希望3匹的能达到预期效果。家里很多产品都在用美的的了，一直感觉性价比不错。","2018-11-10 14:52","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:16.9087358"
"s***y","PLUS会员","star5","送货及时，基本24小时内到货，当天就预约了安装。两位工人师傅下午4.45左右开始安装基本到了天黑才装完。3p的室外机很大，室内机样式简约，塑料机身，金色旋转风口门。由于气温较低只是试了制热功能，制热很快，性能停好。家里其他机器也是美的，感觉性价比高，性能高。","2018-11-10 12:54","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:16.9717779"
"不***君","PLUS会员","star5","非常好，安的非常认真负责。空调效果也很好。非常满意这次购物","2018-11-10 12:19","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:17.0248137"
"h***g","PLUS会员","star5","此用户未填写评价内容","2018-11-10 11:57","0","0","[购买4天后追评]","安装玩","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:17.0938599"
"j***4",,"star5","空调很漂亮，知冷知热很快，安装师傅很给力，服务特别好","2018-11-10 11:41","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:17.1649071"
"i***6",,"star5","安装很棒，师傅服务态度特别好。","2018-11-10 10:45","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:17.2289499"
"5***8",,"star5","发货快，质量很好，需要再来。","2018-11-10 10:36","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:32.4138841"
"哎***我","PLUS会员","star5","刚装好 感觉挺好看 等用一段时间再来追评","2018-11-10 09:59","0","0","[购买9天后追评]","我家客厅是敞开式的，刚开机一小时效果还可以 已经暖了 但是毕竟温差不大 所以说敞开式效果也就这样吧。一小时两度电大概，无风感是只有制冷的时候才有的，当有人在空调出风口会有感应 然后出风口会自动遮挡 防止有人手伸进去 风被挡了自然小一点 不是完全无风，剩下的用完再评。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:32.4669205"
"3***9",,"star5","此用户未填写评价内容","2018-11-10 06:53","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:32.5119500"
"j***e","PLUS会员","star5","挺不错的?","2018-11-10 00:28","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:32.5509758"
"j***b","PLUS会员","star5","非常好","2018-11-10 00:16","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:32.5910026"
"清***4",,"star5","昨天~今天就已安装，这速度没谁了，也就京东能做到。不过看到双十一预购又减价*元，有点小后悔。","2018-11-09 20:55","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:32.6400351"
"4***8",,"star5","好","2018-11-09 19:24","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:32.6920705"
